symbol,name,cryptocurrency,currency,summary,exchange,market
LINK-KRW,Chainlink KRW,LINK,KRW,"Chainlink (LINK) is a cryptocurrency and operates on the Ethereum platform. Chainlink has a current supply of 1,000,000,000 with 419,009,556.43444455 in circulation. The last known price of Chainlink is 48.75857597 USD and is up 13.42 over the last 24 hours. It is currently trading on 495 active market(s) with $7,112,978,866.21 traded over the last 24 hours. More information can be found at https://chain.link/.",CCC,ccc_market
LINK-RUB,Chainlink RUB,LINK,RUB,"Chainlink (LINK) is a cryptocurrency and operates on the Ethereum platform. Chainlink has a current supply of 1,000,000,000 with 419,009,556.43444455 in circulation. The last known price of Chainlink is 48.75857597 USD and is up 13.42 over the last 24 hours. It is currently trading on 495 active market(s) with $7,112,978,866.21 traded over the last 24 hours. More information can be found at https://chain.link/.",CCC,ccc_market
LINK-USD,Chainlink USD,LINK,USD,"Chainlink (LINK) is a cryptocurrency and operates on the Ethereum platform. Chainlink has a current supply of 1,000,000,000 with 419,009,556.43444455 in circulation. The last known price of Chainlink is 51.45617978 USD and is up 6.22 over the last 24 hours. It is currently trading on 497 active market(s) with $3,253,052,989.80 traded over the last 24 hours. More information can be found at https://chain.link/.",CCC,ccc_market
LKK-AUD,Lykke AUD,LKK,AUD,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.0135014 USD and is up 0.99 over the last 24 hours. It is currently trading on 4 active market(s) with $8,148.80 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LKK-CNY,Lykke CNY,LKK,CNY,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.0135014 USD and is up 0.99 over the last 24 hours. It is currently trading on 4 active market(s) with $8,148.80 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LKK-ETH,Lykke ETH,LKK,ETH,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.0135014 USD and is up 0.99 over the last 24 hours. It is currently trading on 4 active market(s) with $8,148.80 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LKK-EUR,Lykke EUR,LKK,EUR,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.01431251 USD and is down -2.11 over the last 24 hours. It is currently trading on 4 active market(s) with $1,933.00 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LKK-GBP,Lykke GBP,LKK,GBP,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.0135014 USD and is up 0.99 over the last 24 hours. It is currently trading on 4 active market(s) with $8,148.80 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LKK-INR,Lykke INR,LKK,INR,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.0135014 USD and is up 0.99 over the last 24 hours. It is currently trading on 4 active market(s) with $8,148.80 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LKK-JPY,Lykke JPY,LKK,JPY,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.0135014 USD and is up 0.99 over the last 24 hours. It is currently trading on 4 active market(s) with $8,148.80 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LKK-KRW,Lykke KRW,LKK,KRW,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.0135014 USD and is up 0.99 over the last 24 hours. It is currently trading on 4 active market(s) with $8,148.80 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LKK-RUB,Lykke RUB,LKK,RUB,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.0135014 USD and is up 0.99 over the last 24 hours. It is currently trading on 4 active market(s) with $8,148.80 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LKK-USD,Lykke USD,LKK,USD,"Lykke (LKK) is a cryptocurrency . Lykke has a current supply of 1,285,690,000 with 0 in circulation. The last known price of Lykke is 0.0135014 USD and is up 0.99 over the last 24 hours. It is currently trading on 4 active market(s) with $8,148.80 traded over the last 24 hours. More information can be found at https://lykke.com.",CCC,ccc_market
LOKI-CAD,Loki CAD,LOKI,CAD,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LOKI-CNY,Loki CNY,LOKI,CNY,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LOKI-ETH,Loki ETH,LOKI,ETH,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LOKI-EUR,Loki EUR,LOKI,EUR,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LOKI-GBP,Loki GBP,LOKI,GBP,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LOKI-INR,Loki INR,LOKI,INR,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LOKI-JPY,Loki JPY,LOKI,JPY,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LOKI-KRW,Loki KRW,LOKI,KRW,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LOKI-RUB,Loki RUB,LOKI,RUB,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LOKI-USD,Loki USD,LOKI,USD,"Oxen (OXEN) is a cryptocurrency . Oxen has a current supply of 54,060,147. The last known price of Oxen is 1.87863086 USD and is down -4.01 over the last 24 hours. It is currently trading on 7 active market(s) with $359,456.97 traded over the last 24 hours. More information can be found at https://oxen.io/.",CCC,ccc_market
LRC-BTC,Loopring BTC,LRC,BTC,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.53533186 USD and is down -3.42 over the last 24 hours. It is currently trading on 99 active market(s) with $78,207,855.38 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRC-CAD,Loopring CAD,LRC,CAD,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.54266446 USD and is down -5.69 over the last 24 hours. It is currently trading on 99 active market(s) with $59,894,118.61 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRC-CNY,Loopring CNY,LRC,CNY,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.53533186 USD and is down -3.42 over the last 24 hours. It is currently trading on 99 active market(s) with $78,207,855.38 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRC-ETH,Loopring ETH,LRC,ETH,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.53533186 USD and is down -3.42 over the last 24 hours. It is currently trading on 99 active market(s) with $78,207,855.38 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRC-EUR,Loopring EUR,LRC,EUR,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.53533186 USD and is down -3.42 over the last 24 hours. It is currently trading on 99 active market(s) with $78,207,855.38 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRC-GBP,Loopring GBP,LRC,GBP,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.53533186 USD and is down -3.42 over the last 24 hours. It is currently trading on 99 active market(s) with $78,207,855.38 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRC-INR,Loopring INR,LRC,INR,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.53533186 USD and is down -3.42 over the last 24 hours. It is currently trading on 99 active market(s) with $78,207,855.38 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRC-JPY,Loopring JPY,LRC,JPY,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.53533186 USD and is down -3.42 over the last 24 hours. It is currently trading on 99 active market(s) with $78,207,855.38 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRC-RUB,Loopring RUB,LRC,RUB,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.53533186 USD and is down -3.42 over the last 24 hours. It is currently trading on 99 active market(s) with $78,207,855.38 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRC-USD,Loopring USD,LRC,USD,"Loopring (LRC) is a cryptocurrency and operates on the Ethereum platform. Loopring has a current supply of 1,373,873,440.4424574 with 1,222,767,707.3205426 in circulation. The last known price of Loopring is 0.53533186 USD and is down -3.42 over the last 24 hours. It is currently trading on 99 active market(s) with $78,207,855.38 traded over the last 24 hours. More information can be found at https://loopring.org.",CCC,ccc_market
LRG-CAD,LargoCoin CAD,LRG,CAD,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LRG-CNY,LargoCoin CNY,LRG,CNY,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LRG-ETH,LargoCoin ETH,LRG,ETH,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LRG-EUR,LargoCoin EUR,LRG,EUR,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LRG-GBP,LargoCoin GBP,LRG,GBP,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LRG-INR,LargoCoin INR,LRG,INR,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LRG-JPY,LargoCoin JPY,LRG,JPY,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LRG-KRW,LargoCoin KRW,LRG,KRW,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LRG-RUB,LargoCoin RUB,LRG,RUB,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LRG-USD,LargoCoin USD,LRG,USD,"Largo Coin (LRG) is a cryptocurrency launched in 2019. Largo Coin has a current supply of 57,696,732.2861802 with 0 in circulation. The last known price of Largo Coin is 9.762259 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $82,042.62 traded over the last 24 hours. More information can be found at https://www.largocoin.io.",CCC,ccc_market
LSK-AUD,Lisk AUD,LSK,AUD,"Lisk (LSK) is a cryptocurrency . Lisk has a current supply of 143,893,963 with 127,963,695.39837025 in circulation. The last known price of Lisk is 5.61714023 USD and is down -7.73 over the last 24 hours. It is currently trading on 60 active market(s) with $65,831,674.16 traded over the last 24 hours. More information can be found at https://lisk.io/.",CCC,ccc_market
LSK-BTC,Lisk BTC,LSK,BTC,"Lisk (LSK) is a cryptocurrency . Lisk has a current supply of 143,893,963 with 127,963,695.39837025 in circulation. The last known price of Lisk is 5.61714023 USD and is down -7.73 over the last 24 hours. It is currently trading on 60 active market(s) with $65,831,674.16 traded over the last 24 hours. More information can be found at https://lisk.io/.",CCC,ccc_market
LSK-CAD,Lisk CAD,LSK,CAD,"Lisk (LSK) is a cryptocurrency . Lisk has a current supply of 143,893,963 with 127,963,695.39837025 in circulation. The last known price of Lisk is 5.61714023 USD and is down -7.73 over the last 24 hours. It is currently trading on 60 active market(s) with $65,831,674.16 traded over the last 24 hours. More information can be found at https://lisk.io/.",CCC,ccc_market
LSK-EUR,Lisk EUR,LSK,EUR,"Lisk (LSK) is a cryptocurrency . Lisk has a current supply of 143,893,963 with 127,963,695.39837025 in circulation. The last known price of Lisk is 5.61714023 USD and is down -7.73 over the last 24 hours. It is currently trading on 60 active market(s) with $65,831,674.16 traded over the last 24 hours. More information can be found at https://lisk.io/.",CCC,ccc_market
LSK-GBP,Lisk GBP,LSK,GBP,"Lisk (LSK) is a cryptocurrency . Lisk has a current supply of 143,893,963 with 127,963,695.39837025 in circulation. The last known price of Lisk is 5.61714023 USD and is down -7.73 over the last 24 hours. It is currently trading on 60 active market(s) with $65,831,674.16 traded over the last 24 hours. More information can be found at https://lisk.io/.",CCC,ccc_market
LSK-INR,Lisk INR,LSK,INR,"Lisk (LSK) is a cryptocurrency . Lisk has a current supply of 143,893,963 with 127,963,695.39837025 in circulation. The last known price of Lisk is 5.61714023 USD and is down -7.73 over the last 24 hours. It is currently trading on 60 active market(s) with $65,831,674.16 traded over the last 24 hours. More information can be found at https://lisk.io/.",CCC,ccc_market
LSK-JPY,Lisk JPY,LSK,JPY,"Lisk (LSK) is a cryptocurrency . Lisk has a current supply of 143,893,963 with 127,963,695.39837025 in circulation. The last known price of Lisk is 5.61714023 USD and is down -7.73 over the last 24 hours. It is currently trading on 60 active market(s) with $65,831,674.16 traded over the last 24 hours. More information can be found at https://lisk.io/.",CCC,ccc_market
LSK-KRW,Lisk KRW,LSK,KRW,"Lisk (LSK) is a cryptocurrency . Lisk has a current supply of 143,893,963 with 127,963,695.39837025 in circulation. The last known price of Lisk is 5.61714023 USD and is down -7.73 over the last 24 hours. It is currently trading on 60 active market(s) with $65,831,674.16 traded over the last 24 hours. More information can be found at https://lisk.io/.",CCC,ccc_market
LSK-USD,Lisk USD,LSK,USD,"Lisk (LSK) is a cryptocurrency . Lisk has a current supply of 143,932,829 with 128,002,561.39837025 in circulation. The last known price of Lisk is 9.90227991 USD and is up 19.66 over the last 24 hours. It is currently trading on 60 active market(s) with $242,674,714.66 traded over the last 24 hours. More information can be found at https://lisk.io/.",CCC,ccc_market
LTC-AUD,Litecoin AUD,LTC,AUD,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 66,752,414.51538747. The last known price of Litecoin is 341.82718538 USD and is up 6.75 over the last 24 hours. It is currently trading on 737 active market(s) with $13,707,217,403.94 traded over the last 24 hours. More information can be found at https://litecoin.org/.",CCC,ccc_market
LTC-BTC,Litecoin BTC,LTC,BTC,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 66,752,414.51538747. The last known price of Litecoin is 341.82718538 USD and is up 6.75 over the last 24 hours. It is currently trading on 737 active market(s) with $13,707,217,403.94 traded over the last 24 hours. More information can be found at https://litecoin.org/.",CCC,ccc_market
LTC-CAD,Litecoin CAD,LTC,CAD,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 66,752,414.51538747. The last known price of Litecoin is 398.21115078 USD and is up 14.94 over the last 24 hours. It is currently trading on 739 active market(s) with $11,068,134,862.94 traded over the last 24 hours. More information can be found at https://litecoin.org/.",CCC,ccc_market
LTC-ETH,Litecoin ETH,LTC,ETH,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 66,752,414.51538747. The last known price of Litecoin is 341.82718538 USD and is up 6.75 over the last 24 hours. It is currently trading on 737 active market(s) with $13,707,217,403.94 traded over the last 24 hours. More information can be found at https://litecoin.org/.",CCC,ccc_market
LTC-EUR,Litecoin EUR,LTC,EUR,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 66,752,414.51538747. The last known price of Litecoin is 341.82718538 USD and is up 6.75 over the last 24 hours. It is currently trading on 737 active market(s) with $13,707,217,403.94 traded over the last 24 hours. More information can be found at https://litecoin.org/.",CCC,ccc_market
LTC-GBP,Litecoin GBP,LTC,GBP,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 66,752,414.51538747. The last known price of Litecoin is 341.82718538 USD and is up 6.75 over the last 24 hours. It is currently trading on 737 active market(s) with $13,707,217,403.94 traded over the last 24 hours. More information can be found at https://litecoin.org/.",CCC,ccc_market
LTC-INR,Litecoin INR,LTC,INR,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 66,752,414.51538747. The last known price of Litecoin is 341.82718538 USD and is up 6.75 over the last 24 hours. It is currently trading on 737 active market(s) with $13,707,217,403.94 traded over the last 24 hours. More information can be found at https://litecoin.org/.",CCC,ccc_market
LTC-JPY,Litecoin JPY,LTC,JPY,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 66,752,414.51538747. The last known price of Litecoin is 398.21115078 USD and is up 14.94 over the last 24 hours. It is currently trading on 739 active market(s) with $11,068,134,862.94 traded over the last 24 hours. More information can be found at https://litecoin.org/.",CCC,ccc_market
LTC-USD,Litecoin USD,LTC,USD,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 66,752,414.51538747. The last known price of Litecoin is 340.55258932 USD and is down -5.76 over the last 24 hours. It is currently trading on 738 active market(s) with $7,604,401,125.84 traded over the last 24 hours. More information can be found at https://litecoin.org/.",CCC,ccc_market
LUNA1-CAD,Terra CAD,LUNA1,CAD,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LUNA1-CNY,Terra CNY,LUNA1,CNY,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LUNA1-ETH,Terra ETH,LUNA1,ETH,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LUNA1-EUR,Terra EUR,LUNA1,EUR,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LUNA1-GBP,Terra GBP,LUNA1,GBP,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LUNA1-INR,Terra INR,LUNA1,INR,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LUNA1-JPY,Terra JPY,LUNA1,JPY,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LUNA1-KRW,Terra KRW,LUNA1,KRW,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LUNA1-RUB,Terra RUB,LUNA1,RUB,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LUNA1-USD,Terra USD,LUNA1,USD,"Terra (LUNA) is a cryptocurrency . Terra has a current supply of 958,979,920.59113 with 389,284,987.3724382 in circulation. The last known price of Terra is 17.24588098 USD and is down -0.49 over the last 24 hours. It is currently trading on 59 active market(s) with $577,287,384.30 traded over the last 24 hours. More information can be found at https://terra.money/.",CCC,ccc_market
LYNX-JPY,Lynx JPY,LYNX,JPY,"Lynx (LYNX) is a cryptocurrency . Users are able to generate LYNX through the process of mining. Lynx has a current supply of 77,871,867,787.2 with 76,970,317,808.1 in circulation. The last known price of Lynx is 0.00032474 USD and is down -5.89 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://getlynx.io.",CCC,ccc_market
LYNX-KRW,Lynx KRW,LYNX,KRW,"Lynx (LYNX) is a cryptocurrency . Users are able to generate LYNX through the process of mining. Lynx has a current supply of 77,871,867,787.2 with 76,970,317,808.1 in circulation. The last known price of Lynx is 0.00032474 USD and is down -5.89 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://getlynx.io.",CCC,ccc_market
LYNX-RUB,Lynx RUB,LYNX,RUB,"Lynx (LYNX) is a cryptocurrency . Users are able to generate LYNX through the process of mining. Lynx has a current supply of 77,871,867,787.2 with 76,970,317,808.1 in circulation. The last known price of Lynx is 0.00032474 USD and is down -5.89 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://getlynx.io.",CCC,ccc_market
MAID-BTC,MaidSafeCoin BTC,MAID,BTC,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.87112562 USD and is up 7.31 over the last 24 hours. It is currently trading on 6 active market(s) with $862,506.20 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
MAID-CAD,MaidSafeCoin CAD,MAID,CAD,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.87112562 USD and is up 7.31 over the last 24 hours. It is currently trading on 6 active market(s) with $862,506.20 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
MAID-CNY,MaidSafeCoin CNY,MAID,CNY,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.87112562 USD and is up 7.31 over the last 24 hours. It is currently trading on 6 active market(s) with $862,506.20 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
MAID-ETH,MaidSafeCoin ETH,MAID,ETH,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.87112562 USD and is up 7.31 over the last 24 hours. It is currently trading on 6 active market(s) with $862,506.20 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
