symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
JRPT.JK,"PT Jaya Real Property, Tbk.","PT Jaya Real Property, Tbk., together with its subsidiaries, develops residential areas and manages commercial properties in Indonesia. It operates through Sale of Land and Buildings, and Rental and Other Services segments. The Sale of Land and Buildings segment engages in the real estate and urban development activities; and release/purchase, processing, maturation, and development of facilities and infrastructure. The Rental and Other Services segment is involved in leasing of shopping centers and areas of the city, and the water management business. It also provides general trading and construction, building management, and transportation services, as well as operates hotels. The company was founded in 1979 and is based in Tangerang, Indonesia. PT Jaya Real Property, Tbk. is a subsidiary of PT Pembangunan Jaya.",IDR,Real Estate,Real Estate,Real Estate Management & Development,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Tangerang,15227.0,http://www.jayaproperty.com,Small Cap,,,,,,False
JSKY.JK,PT Sky Energy Indonesia Tbk,,IDR,,,,JKT,XIDX,Indonesia Stock Exchange,United States,,,,,,,,,,,False
JSMR.JK,PT Jasa Marga (Persero) Tbk Class B,"PT Jasa Marga (Persero) Tbk develops, constructs, operates, manages, and maintains toll roads in Indonesia. The company also offers toll road service, such as transaction services, traffic services, and road construction services. It operates 11 toll roads. PT Jasa Marga (Persero) Tbk was founded in 1978 and is headquartered in Jakarta, Indonesia.",IDR,Industrials,Capital Goods,Construction & Engineering,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta,13550.0,http://www.jasamarga.com,Small Cap,ID1000108103,,BBG000FRYC09,BBG000FRYBK9,BBG001S8MPZ1,False
JSPT.JK,PT Jakarta Setiabudi Internasional Tbk,"PT Jakarta Setiabudi Internasional Tbk, together with its subsidiaries, engages in the hospitality and property businesses in Indonesia. It operates through Hotel, Real Estate, Rental of Office Space, and Rental of Retail Center segments. It offers hotel guestroom and restaurant services; sells land and/or buildings, and apartment units; and rents office space and retail centers. The company was founded in 1975 and is headquartered in Jakarta, Indonesia. PT Jakarta Setiabudi Internasional Tbk is a subsidiary of PT Jan Darmadi Investindo.",IDR,Real Estate,Real Estate,Real Estate Management & Development,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta,12920.0,http://www.jsi.co.id,Micro Cap,,,,,,False
JTPE.JK,PT Jasuindo Tiga Perkasa Tbk,"PT Jasuindo Tiga Perkasa Tbk, together with its subsidiaries, operates in the printing industry in Indonesia. It operates through two segments, Security Products and Non-Security Products. The company offers payment products, including checks, bank cards, and other payment products; brand protection products comprising stamp duty and labels; commercial printing products, such as promo plus, game plus, pin mailers, reel printing, insurance policy, bills, and delivery orders; and identity documents consisting of passports, identity cards, and certificate/diploma documents. It also provides information technology solutions. The company was founded in 1990 and is headquartered in Sidoarjo, Indonesia.",IDR,Industrials,Commercial & Professional Services,Professional Services,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Sidoarjo,61253.0,http://jasuindo.com,Micro Cap,,,,,,False
KAEF.JK,PT Kimia Farma (Persero) Tbk,"PT Kimia Farma (Persero) Tbk produces and sells medicines, herbal medicines, iodine, salts, quinine and their derivative products, and vegetable oils in Indonesia, rest of Asia, Europe, Australia, Africa, and New Zealand. The company operates through Manufacturing, Distribution, Retail, and Other Services segments. It also manufactures and markets chemical, betalactam and non betalactam, antiretroviral, narcotic, hormone contraceptive, powder, oil castor, edible oil, cosmetic, over the counter, personal, and beauty care products, as well as food supplements, active pharmaceutical ingredients, and medical devices. In addition, the company manufactures, markets, distributes, and trades in pharmaceutical products; and operates drug materials plants. As of December 31, 2020, it operated 1,278 retail pharmacy outlets, 451 health clinic outlets, 75 clinical laboratories, 10 optics, 3 beauty clinics, and 24 international retail outlets. The company sells its products to pharmacies, drug stores, hospitals, and free traders through pharmaceutical wholesalers. The company was founded in 1817 and is headquartered in Jakarta, Indonesia.",IDR,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta,10110.0,http://kimiafarma.co.id,Small Cap,,,,,,False
KARW.JK,PT ICTSI Jasa Prima Tbk,"PT ICTSI Jasa Prima Tbk, together with its subsidiaries, engages in the development, construction, and operation of maritime logistics infrastructure facilities and related services in Indonesia. The company offers services on maintenance, upkeep, operation, and utilization of maritime facilities and infrastructure, including concession of berths and terminals, and container yards; and upkeep, maintenance and repair, and operation of technical, mechanical, and electronic equipment/aids, as well as machinery and special scales. It also provides computer software and hardware related to facilities and infrastructure of maritime logistics; and stevedoring services. In addition, the company engages in the facilities and infrastructures development for maritime logistics; trading of various goods related to maritime logistics facilities and infrastructure; and freight forwarding and warehousing, and marine and water transportation of goods. Further, it is involved in the workshop, installation and sales, and supply or rental of heavy equipment/light appliance and spare parts related to maritime logistics facilities and infrastructures. Additionally, the company offers management, business, and administration consulting related to maritime logistics facilities and infrastructures; and supply and services related to terminal and other maritime logistic facility management, dredging service of port, quay basin, channel, or supply and management of other maritime logistic infrastructure and facilities, as well as strait and shipping passage and other related supporting service. It is also involved in the development, trading, industrial, agribusiness, land transportation, repair shop, and other activities. The company was formerly known as PT Maharlika Indonesia Tbk and changed its name to PT ICTSI Jasa Prima Tbk in August 2012. The company was incorporated in 1978 and is based in North Jakarta, Indonesia. PT ICTSI Jasa Prima Tbk is a subsidiary of ICTSI Far East Pte. Ltd.",IDR,Industrials,Transportation,Marine,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta Utara,14350.0,http://www.ijp.co.id,Nano Cap,,,,,,False
KAYU.JK,PT Darmi Bersaudara Tbk,"PT Darmi Bersaudara Tbk primarily engages in the trading of processed wood products in Indonesia. It offers raw wood, as well as various types of processed wood, such as Merbau, Bengkirai, Kampoor, Keruing, and Meranti for use in decking, E2E, T&G, flooring, door jamb, post beam, finger joint, and window jamb applications. The company also exports its products to China, Nepal, India, Australia, and Europe. PT Darmi Bersaudara Tbk was founded in 1998 and is based in Surabaya, Indonesia.",IDR,Materials,Materials,Paper & Forest Products,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Surabaya,60118.0,http://www.darbewood.com,Nano Cap,,,,,,False
KBAG.JK,PT Karya Bersama Anugerah Tbk,"PT Karya Bersama Anugerah Tbk engages in the real estate development business. It constructs Rusunami dwellings, landed houses, and shop-houses. The company was founded in 2014 and is headquartered in Balikpapan, Indonesia. PT Karya Bersama Anugerah Tbk is a subsidiary of PT Visi Kota Indonesia.",IDR,Industrials,Capital Goods,Construction & Engineering,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Balikpapan,76114.0,http://www.kbag.co.id,Nano Cap,,,,,,False
KBLI.JK,PT KMI Wire and Cable Tbk,"PT KMI Wire and Cable Tbk manufactures and sells various power cables in Indonesia. The company offers aluminum, copper, and ground bare conductors; low voltage power cables comprising aluminum, copper, control, flexible, and instrument cables; medium voltage power cables consisting of aluminum and copper cables; high voltage power cables; outdoor and indoor telecom cables; special purpose cables, including fire resistant, flame retardant, lead and nylon sheathed, and thermocouple cables; and aluminum and copper rods, and rod products. It supplies power cables to the state owned electricity company; and cables to private and industrial sectors comprising oil and gas, mining, industrial, and other sectors. The company sells its products directly, as well as through a chain of distributors and resellers. It also exports its products internationally. PT KMI Wire and Cable Tbk was founded in 1972 and is based in Jakarta, Indonesia.",IDR,Industrials,Capital Goods,Electrical Equipment,JKT,XIDX,Indonesia Stock Exchange,Indonesia,,Jakarta,13910.0,http://kmiwire.com,Micro Cap,,,,,,False
