symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
PRVL,,,,,,,,,,,,,,,,,,,,,False
PUIG.MC,Puig Brands SA,,,Consumer Staples,Household & Personal Products,Personal Products,,,,Spain,,,,,,,,,,,False
PXA.AX,PEXA Group Ltd,,,Real Estate,Real Estate,Real Estate Management & Development,,,,Australia,,,,,,,,,,,False
R3NK.DE,RENK Group AG,,,Industrials,Capital Goods,Machinery,,,,Germany,,,,,,,,,,,False
REDLD,Vault Minerals Ltd,,,Materials,Materials,Metals & Mining,,,,Australia,,,,,,,,,,,True
RGN.AX,Region Group,,,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),,,,Australia,,,,,,,,,,,False
RGOZD,,,,,,,,,,,,,,,,,,,,,False
RMG,,,,,,,,,,,,,,,,,,,,,False
RMRHF,OUTsurance Group Ltd,,,Financials,Insurance,Insurance,,,,South Africa,,,,,,,,,,,False
ROKO-B.ST,Röko AB (publ),,,Financials,Diversified Financials,Capital Markets,,,,Sweden,,,,,,,,,,,False
RPI.L,Raspberry PI Holdings PLC,"Raspberry Pi Holdings plc is an international firm specializing in the design and development of single-board computers and compute modules, along with accessories, semiconductor offerings, and software products. Founded in 2012, the company is headquartered in Cambridge, UK.",,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",,,,United Kingdom,,Cambridge,CB4 0AB,https://www.raspberrypi.com,Mid Cap,,,,,,False
RPL.AX,Regal Partners Ltd,,,Financials,Diversified Financials,Capital Markets,,,,Australia,,,,,,,,,,,False
RS1.L,RS GROUP PLC,,,,,Trading Companies & Distributors,,,,United Kingdom,,,,,,,,,,,False
RTRX,,,,,,,,,,,,,,,,,,,,,False
SBNOR.OL,Sparebanken Norge,,,Financials,Banks,Banks,,,,Norway,,,,,,,,,,,False
SCMNZ.XC,Swisscom,,,Communication Services,Telecommunication Services,Diversified Telecommunication Services,,,,Switzerland,,,,,,,,,,,False
SDIIF,SDI Group,,,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",,,,United Kingdom,,,,,,,,,,,False
SDR.AX,SiteMinder Ltd,,,Information Technology,Software & Services,Software,,,,Australia,,,,,,,,,,,False
SDZ.SW,Sandoz Group AG,,,,,Pharmaceuticals,,,,Switzerland,,,,,,,,,,,False
SENSZ.XC,Sensirion,,,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",,,,Switzerland,,,,,,,,,,,False
SGBP,,,,,,,,,,,,,,,,,,,,,False
SHLL,,,,,,,,,,,,,,,,,,,,,False
SHQAU,,,,,,,,,,,,,,,,,,,,,True
SINA,,,,,,,,,,Egypt,,,,,,,,,,,False
SKAN.SW,SKAN Group AG,,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,,,,Switzerland,,,,,,,,,,,False
SMMC,,,,,,,,,,,,,,,,,,,,,False
SMTX,,,,,,,,,,,,,,,,,,,,,False
SPAIF,Sparc Al Inc,,,,,,,,,Panama,,,,,,,,,,,False
SPG.DE,Springer Nature AG & Co KGaA,,,Communication Services,Media & Entertainment,Media,,,,Germany,,,,,,,,,,,False
SRBEF,Vusion,,,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",,,,France,,,,,,,,,,,False
SSNLF,Samsung C&T Corp,,,,,Industrial Conglomerates,,,,South Korea,,,,,,,,,,,False
STEAF,SM Entertainment Co Ltd,,,Communication Services,Media & Entertainment,Entertainment,,,,South Korea,,,,,,,,,,,False
STMNZ.XC,Straumann,,,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,,,,Switzerland,,,,,,,,,,,False
STOR-B.ST,Storskogen Group AB,,,,,Industrial Conglomerates,,,,Sweden,,,,,,,,,,,False
SUNWQ,Sunworks Inc,,,,,,,,,United States,CA,,,,,,,,,,False
SVR.AX,Solvar Ltd,,,,,Consumer Finance,,,,Australia,,,,,,,,,,,False
SVTLQ,,,,,,,,,,,,,,,,,,,,,False
SX2.AX,SOUTHERN CROSS GOLD CONS-CDI,,,Materials,Materials,Metals & Mining,,,,Australia,,,,,,,,,,,False
SZBI,,,,,,,,,,United States,,,,,,,844271106,,,,False
TAISF,,,,,,,,,,,,,,,,,,,,,False
TCBLL,,,,,,,,,,,,,,,,,,,,,False
TCO,,,,,,,,,,Canada,,,,,,,,,,,False
TDBKF,,,,,,,,,,Canada,,,,,,,,,,,True
TDSUP,,,,,,,,,,,,,,,,,,,,,False
TEGD.XC,TAG Immobilien,,,Real Estate,Real Estate,Real Estate Management & Development,,,,Germany,,,,,,,,,,,False
THEON.AS,Theon International PLC,,,,,Aerospace & Defense,,,,Netherlands,,,,,,,,,,,False
TIF,,,,,,,,,,,,,,,,,,,,,False
